codpot,agebsq,date
A122,541.8333,2025-06-21
A121,891.875,2025-06-21
A120,1121.8333,2025-06-21
A119,1137.875,2025-06-21
A118,1037.875,2025-06-21
A117,190.4583,2025-06-21
A116,148.5,2025-06-21
A115,643.875,2025-06-21
A114,261.8333,2025-06-21
A113,1821.875,2025-06-21
A112,1516.5,2025-06-21
A111,1757.875,2025-06-21
A110,1130.5417,2025-06-21
A109,1278.7917,2025-06-21
A108,843.8333,2025-06-21
A107,727.8333,2025-06-21
A106,892.4167,2025-06-21
A105,1228.2083,2025-06-21
A104,1038.5417,2025-06-21
A103,1579.0417,2025-06-21
A102,771.875,2025-06-21
A101,721.8333,2025-06-21
A100,885.8333,2025-06-21
A099,159.7917,2025-06-21
A098,822.5,2025-06-21
A097,301.875,2025-06-21
A096,886.4583,2025-06-21
A095,625.875,2025-06-21
A094,878.4583,2025-06-21
A093,140.5,2025-06-21
A092,1136.5417,2025-06-21
A091,218.4583,2025-06-21
A090,899.7917,2025-06-21
A089,106.5,2025-06-21
A088,376.5833,2025-06-21
A087,871.8333,2025-06-21
A086,1371.875,2025-06-21
A085,268.5833,2025-06-21
A084,1725.875,2025-06-21
A083,1552.5,2025-06-21
A082,1101.8333,2025-06-21
A081,1322.5,2025-06-21
A080,126.5,2025-06-21
A079,1097.75,2025-06-21
A078,1524.5,2025-06-21
A077,82.5417,2025-06-21
A076,1700.5,2025-06-21
A075,450.4583,2025-06-21
A074,824.875,2025-06-21
A073,548.4583,2025-06-21
A072,23.9167,2025-06-21
A071,1385.9167,2025-06-21
A070,1489.875,2025-06-21
A069,1089.875,2025-06-21
A068,258.5833,2025-06-21
A067,1071.7917,2025-06-21
A066,666.875,2025-06-21
A065,163.5,2025-06-21
A064,755.5417,2025-06-21
A063,706.875,2025-06-21
A062,658.9583,2025-06-21
A061,364.875,2025-06-21
A060,504.8333,2025-06-21
A059,609.5417,2025-06-21
A058,145.4583,2025-06-21
A057,778.8333,2025-06-21
A056,243.5833,2025-06-21
A055,408.9167,2025-06-21
A054,738.7917,2025-06-21
A053,344.875,2025-06-21
A052,826.7917,2025-06-21
A051,1616.7917,2025-06-21
A050,1581.5,2025-06-21
A049,232.8333,2025-06-21
A048,1586.8333,2025-06-21
A047,1744.875,2025-06-21
A046,763.5833,2025-06-21
A045,811.5833,2025-06-21
A044,1664.7917,2025-06-21
A043,1130.8333,2025-06-21
A042,425.4583,2025-06-21
A041,1937.4583,2025-06-21
A040,43.5417,2025-06-21
A039,804.8333,2025-06-21
A038,482.8333,2025-06-21
A037,441.5417,2025-06-21
A036,384.875,2025-06-21
A035,1378.9167,2025-06-21
A034,433.5417,2025-06-21
A033,414.875,2025-06-21
A032,511.5,2025-06-21
A031,282.8333,2025-06-21
A030,55.5417,2025-06-21
A029,1426.8333,2025-06-21
A028,370.875,2025-06-21
A027,496.8333,2025-06-21
A026,8.875,2025-06-21
A025,1836.8333,2025-06-21
A024,336.9167,2025-06-21
A023,155.5,2025-06-21
A022,93.5,2025-06-21
A021,465.4167,2025-06-21
A020,180.7917,2025-06-21
A019,195.5,2025-06-21
A018,1651.5,2025-06-21
A017,212.8333,2025-06-21
A016,1693.5,2025-06-21
A015,1138.8333,2025-06-21
A014,853.5,2025-06-21
A013,850.875,2025-06-21
A012,1796.9167,2025-06-21
A011,50.9167,2025-06-21
A010,394.875,2025-06-21
A009,799.5417,2025-06-21
A008,1545.5417,2025-06-21
A007,1343.5,2025-06-21
A006,419.625,2025-06-21
A005,520.8333,2025-06-21
A004,399.5417,2025-06-21
A003,447.5417,2025-06-21
A002,604.8333,2025-06-21
A001,352.9167,2025-06-21
B001,630.875,2025-06-22
B002,1470.875,2025-06-22
B003,288.8333,2025-06-22
B004,819.5833,2025-06-22
B005,837.5833,2025-06-22
B006,500.8333,2025-06-22
B007,1657.5417,2025-06-22
B008,847.5833,2025-06-22
B009,854.875,2025-06-22
B010,858.7917,2025-06-22
B011,86.7917,2025-06-22
B012,380.875,2025-06-22
B013,622.8333,2025-06-22
B014,486.75,2025-06-22
B015,1505.5833,2025-06-22
B016,62.875,2025-06-22
B017,1511.5,2025-06-22
B018,280.9167,2025-06-22
B019,1454.9167,2025-06-22
B020,455.5,2025-06-22
B021,209.5,2025-06-22
B022,527.4583,2025-06-22
B023,16.9583,2025-06-22
B024,802.875,2025-06-22
B025,1028.8333,2025-06-22
B026,330.875,2025-06-22
B027,601.4583,2025-06-22
B028,566.7917,2025-06-22
B029,1145.5417,2025-06-22
B030,1834.9167,2025-06-22
B031,1648.7917,2025-06-22
B032,471.5,2025-06-22
B033,136.7917,2025-06-22
B034,292.875,2025-06-22
B035,680.8333,2025-06-22
B036,698.8333,2025-06-22
B037,575.5,2025-06-22
B038,2.875,2025-06-22
B039,1337.5417,2025-06-22
B040,30.9167,2025-06-22
B041,316.875,2025-06-22
B042,438.9167,2025-06-22
B043,509.5,2025-06-22
B044,37.5417,2025-06-22
B045,1144.8333,2025-06-22
B046,1818.875,2025-06-22
B047,1603.4583,2025-06-22
B048,202.8333,2025-06-22
B049,391.5417,2025-06-22
B050,1623.5,2025-06-22
B051,734.8333,2025-06-22
B052,1107.0,2025-06-22
B053,71.5417,2025-06-22
B054,248.9167,2025-06-22
B055,1112.8333,2025-06-22
B056,1828.875,2025-06-22
B057,862.8333,2025-06-22
B058,595.5,2025-06-22
B059,748.9167,2025-06-22
B060,1673.5,2025-06-22
B061,171.4583,2025-06-22
B062,1567.4583,2025-06-22
B063,688.8333,2025-06-22
B064,516.75,2025-06-22
B065,616.875,2025-06-22
B066,584.8333,2025-06-22
B067,780.5417,2025-06-22
B068,751.8333,2025-06-22
B069,878.2083,2025-06-22
B070,900.7917,2025-06-22
B071,230.4583,2025-06-22
B072,953.2083,2025-06-22
B073,743.7917,2025-06-22
B074,769.8333,2025-06-22
B075,815.875,2025-06-22
B076,816.5,2025-06-22
B077,823.7917,2025-06-22
B078,1264.2083,2025-06-22
B079,1414.125,2025-06-22
B080,1609.4167,2025-06-22
B081,1363.125,2025-06-22
B082,359.8333,2025-06-22
B083,323.875,2025-06-22
B084,792.625,2025-06-22
B085,1318.5,2025-06-22
B086,833.875,2025-06-22
B087,839.8333,2025-06-22
B088,842.5,2025-06-22
B089,224.5417,2025-06-22
B090,869.8333,2025-06-22
B091,872.5,2025-06-22
B092,1441.875,2025-06-22
B093,1714.5,2025-06-22
B094,581.7917,2025-06-22
B095,1117.9167,2025-06-22
B096,850.5,2025-06-22
B097,1413.875,2025-06-22
B098,239.8333,2025-06-22
B099,1301.875,2025-06-22
B100,1144.5417,2025-06-22
B101,253.8333,2025-06-22
B102,1138.5,2025-06-22
B103,862.5,2025-06-22
B104,878.5417,2025-06-22
B105,1349.875,2025-06-22
B106,100.4583,2025-06-22
B107,1574.5,2025-06-22
B108,462.4583,2025-06-22
B109,865.8333,2025-06-22
B110,1755.1667,2025-06-22
B111,120.5,2025-06-22
B112,637.875,2025-06-22
B113,492.4583,2025-06-22
B114,755.9167,2025-06-22
B115,1805.8333,2025-06-22
B116,1475.8333,2025-06-22
B117,112.5,2025-06-22
B118,570.4583,2025-06-22
B119,1132.5417,2025-06-22
B120,879.8333,2025-06-22
B121,858.4583,2025-06-22
B122,133.8333,2025-06-22
B123,1288.5,2025-06-22
B124,651.8333,2025-06-22
B125,887.875,2025-06-22
B126,558.5,2025-06-22
B127,477.7917,2025-06-22
B128,900.5,2025-06-22
B129,899.8333,2025-06-22
B130,893.7917,2025-06-22
B131,892.4583,2025-06-22
B132,66.5,2025-06-22
A132,899.4583,2025-06-22
A131,1082.8333,2025-06-22
A130,1634.875,2025-06-22
A129,274.875,2025-06-22
A128,531.5,2025-06-22
A127,1467.7917,2025-06-22
A126,806.9167,2025-06-22
A125,716.875,2025-06-22
A124,1522.7083,2025-06-22
A123,1097.0,2025-06-22
A122,542.8333,2025-06-22
A121,892.875,2025-06-22
A120,1122.8333,2025-06-22
A119,1138.875,2025-06-22
A118,1038.875,2025-06-22
A117,191.4583,2025-06-22
A116,149.5,2025-06-22
A115,644.875,2025-06-22
A114,262.8333,2025-06-22
A113,1822.875,2025-06-22
A112,1517.5,2025-06-22
A111,1758.875,2025-06-22
A110,1131.5417,2025-06-22
A109,1279.7917,2025-06-22
A108,844.8333,2025-06-22
A107,728.8333,2025-06-22
A106,893.4167,2025-06-22
A105,1229.2083,2025-06-22
A104,1039.5417,2025-06-22
A103,1580.0417,2025-06-22
A102,772.875,2025-06-22
A101,722.8333,2025-06-22
A100,886.8333,2025-06-22
A099,160.7917,2025-06-22
A098,823.5,2025-06-22
A097,302.875,2025-06-22
A096,887.4583,2025-06-22
A095,626.875,2025-06-22
A094,879.4583,2025-06-22
A093,141.5,2025-06-22
A092,1137.5417,2025-06-22
A091,219.4583,2025-06-22
A090,900.7917,2025-06-22
A089,107.5,2025-06-22
A088,377.5833,2025-06-22
A087,872.8333,2025-06-22
A086,1372.875,2025-06-22
A085,269.5833,2025-06-22
A084,1726.875,2025-06-22
A083,1553.5,2025-06-22
A082,1102.8333,2025-06-22
A081,1323.5,2025-06-22
A080,127.5,2025-06-22
A079,1098.75,2025-06-22
A078,1525.5,2025-06-22
A077,83.5417,2025-06-22
A076,1701.5,2025-06-22
A075,451.4583,2025-06-22
A074,825.875,2025-06-22
A073,549.4583,2025-06-22
A072,24.9167,2025-06-22
A071,1386.9167,2025-06-22
A070,1490.875,2025-06-22
A069,1090.875,2025-06-22
A068,259.5833,2025-06-22
A067,1072.7917,2025-06-22
A066,667.875,2025-06-22
A065,164.5,2025-06-22
A064,756.5417,2025-06-22
A063,707.875,2025-06-22
A062,659.9583,2025-06-22
A061,365.875,2025-06-22
A060,505.8333,2025-06-22
A059,610.5417,2025-06-22
A058,146.4583,2025-06-22
A057,779.8333,2025-06-22
A056,244.5833,2025-06-22
A055,409.9167,2025-06-22
A054,739.7917,2025-06-22
A053,345.875,2025-06-22
A052,827.7917,2025-06-22
A051,1617.7917,2025-06-22
A050,1582.5,2025-06-22
A049,233.8333,2025-06-22
A048,1587.8333,2025-06-22
A047,1745.875,2025-06-22
A046,764.5833,2025-06-22
A045,812.5833,2025-06-22
A044,1665.7917,2025-06-22
A043,1131.8333,2025-06-22
A042,426.4583,2025-06-22
A041,1938.4583,2025-06-22
A040,44.5417,2025-06-22
A039,805.8333,2025-06-22
A038,483.8333,2025-06-22
A037,442.5417,2025-06-22
A036,385.875,2025-06-22
A035,1379.9167,2025-06-22
A034,434.5417,2025-06-22
A033,415.875,2025-06-22
A032,512.5,2025-06-22
A031,283.8333,2025-06-22
A030,56.5417,2025-06-22
A029,1427.8333,2025-06-22
A028,371.875,2025-06-22
A027,497.8333,2025-06-22
A026,9.875,2025-06-22
A025,1837.8333,2025-06-22
A024,337.9167,2025-06-22
A023,156.5,2025-06-22
A022,94.5,2025-06-22
A021,466.4167,2025-06-22
A020,181.7917,2025-06-22
A019,196.5,2025-06-22
A018,1652.5,2025-06-22
A017,213.8333,2025-06-22
A016,1694.5,2025-06-22
A015,1139.8333,2025-06-22
A014,854.5,2025-06-22
A013,851.875,2025-06-22
A012,1797.9167,2025-06-22
A011,51.9167,2025-06-22
A010,395.875,2025-06-22
A009,800.5417,2025-06-22
A008,1546.5417,2025-06-22
A007,1344.5,2025-06-22
A006,420.625,2025-06-22
A005,521.8333,2025-06-22
A004,400.5417,2025-06-22
A003,448.5417,2025-06-22
A002,605.8333,2025-06-22
A001,353.9167,2025-06-22
B001,631.875,2025-06-23
B002,1471.875,2025-06-23
B003,289.7917,2025-06-23
B004,820.5833,2025-06-23
B005,838.5833,2025-06-23
B006,501.8333,2025-06-23
B007,1658.5417,2025-06-23
B008,848.5833,2025-06-23
B009,855.875,2025-06-23
B010,859.7917,2025-06-23
B011,87.7917,2025-06-23
B012,381.875,2025-06-23
B013,623.8333,2025-06-23
B014,487.75,2025-06-23
B015,1506.5833,2025-06-23
B016,63.875,2025-06-23
B017,1512.5,2025-06-23
B018,281.9167,2025-06-23
B019,1455.9167,2025-06-23
B020,456.5,2025-06-23
B021,210.5,2025-06-23
B022,528.4583,2025-06-23
B023,17.9583,2025-06-23
B024,803.875,2025-06-23
B025,1029.8333,2025-06-23
B026,331.875,2025-06-23
B027,602.4583,2025-06-23
B028,567.7917,2025-06-23
B029,1146.5417,2025-06-23
B030,1835.9167,2025-06-23
B031,1649.7917,2025-06-23
B032,472.5,2025-06-23
B033,137.7917,2025-06-23
B034,293.875,2025-06-23
B035,681.8333,2025-06-23
B036,699.8333,2025-06-23
B037,576.5,2025-06-23
B038,3.875,2025-06-23
B039,1338.5417,2025-06-23
B040,31.9167,2025-06-23
B041,317.875,2025-06-23
B042,439.9167,2025-06-23
B043,510.5,2025-06-23
B044,38.5417,2025-06-23
B045,1145.8333,2025-06-23
B046,1819.875,2025-06-23
B047,1604.4583,2025-06-23
B048,203.7917,2025-06-23
B049,392.5417,2025-06-23
B050,1624.5,2025-06-23
B051,735.8333,2025-06-23
B052,1108.0,2025-06-23
B053,72.5417,2025-06-23
B054,249.9167,2025-06-23
B055,1113.8333,2025-06-23
B056,1829.25,2025-06-23
B057,863.8333,2025-06-23
B058,596.5,2025-06-23
B059,749.9167,2025-06-23
B060,1674.5,2025-06-23
B061,172.4167,2025-06-23
B062,1568.4583,2025-06-23
B063,689.8333,2025-06-23
B064,517.75,2025-06-23
B065,617.875,2025-06-23
B066,585.8333,2025-06-23
B067,781.5417,2025-06-23
B068,752.8333,2025-06-23
B069,879.2083,2025-06-23
B070,901.7917,2025-06-23
B071,231.4167,2025-06-23
B072,954.2083,2025-06-23
B073,744.7917,2025-06-23
B074,770.8333,2025-06-23
B075,816.875,2025-06-23
B076,817.5,2025-06-23
B077,824.7917,2025-06-23
B078,1265.2083,2025-06-23
B079,1415.125,2025-06-23
B080,1610.4167,2025-06-23
B081,1364.125,2025-06-23
B082,360.8333,2025-06-23
B083,324.875,2025-06-23
B084,793.625,2025-06-23
B085,1319.5,2025-06-23
B086,834.875,2025-06-23
B087,840.8333,2025-06-23
B088,843.5,2025-06-23
B089,225.5417,2025-06-23
B090,870.8333,2025-06-23
B091,873.5,2025-06-23
B092,1442.875,2025-06-23
B093,1715.5,2025-06-23
B094,582.7917,2025-06-23
B095,1118.9167,2025-06-23
B096,851.5,2025-06-23
B097,1414.875,2025-06-23
B098,240.8333,2025-06-23
B099,1302.875,2025-06-23
B100,1145.5417,2025-06-23
B101,254.8333,2025-06-23
B102,1139.5,2025-06-23
B103,863.5,2025-06-23
B104,879.5417,2025-06-23
B105,1350.875,2025-06-23
B106,101.4583,2025-06-23
B107,1575.5,2025-06-23
B108,463.4583,2025-06-23
B109,866.8333,2025-06-23
B110,1756.1667,2025-06-23
B111,121.5,2025-06-23
B112,638.875,2025-06-23
B113,493.4583,2025-06-23
B114,756.9167,2025-06-23
B115,1806.8333,2025-06-23
B116,1476.8333,2025-06-23
B117,113.5,2025-06-23
B118,571.4583,2025-06-23
B119,1133.5417,2025-06-23
B120,880.8333,2025-06-23
B121,859.4583,2025-06-23
B122,134.8333,2025-06-23
B123,1289.5,2025-06-23
B124,652.8333,2025-06-23
B125,888.875,2025-06-23
B126,559.5,2025-06-23
B127,478.7917,2025-06-23
B128,901.5,2025-06-23
B129,900.8333,2025-06-23
B130,894.7917,2025-06-23
B131,893.4583,2025-06-23
B132,67.5,2025-06-23
A132,900.4583,2025-06-23
A131,1083.8333,2025-06-23
A130,1635.875,2025-06-23
A129,275.875,2025-06-23
A128,532.5,2025-06-23
A127,1468.7917,2025-06-23
A126,807.9167,2025-06-23
A125,717.875,2025-06-23
A124,1523.7083,2025-06-23
A123,1098.0,2025-06-23
A122,543.8333,2025-06-23
A121,893.875,2025-06-23
A120,1123.8333,2025-06-23
A119,1139.875,2025-06-23
A118,1039.875,2025-06-23
A117,192.4583,2025-06-23
A116,150.5,2025-06-23
A115,645.875,2025-06-23
A114,263.8333,2025-06-23
A113,1823.875,2025-06-23
A112,1518.5,2025-06-23
A111,1759.875,2025-06-23
A110,1132.5417,2025-06-23
A109,1280.7917,2025-06-23
A108,845.8333,2025-06-23
A107,729.8333,2025-06-23
A106,894.4167,2025-06-23
A105,1230.2083,2025-06-23
A104,1040.5417,2025-06-23
A103,1581.0417,2025-06-23
A102,773.875,2025-06-23
A101,723.8333,2025-06-23
A100,887.8333,2025-06-23
A099,161.7917,2025-06-23
A098,824.5,2025-06-23
A097,303.875,2025-06-23
A096,888.4583,2025-06-23
A095,627.875,2025-06-23
A094,880.4583,2025-06-23
A093,142.5,2025-06-23
A092,1138.5417,2025-06-23
A091,220.4583,2025-06-23
A090,901.7917,2025-06-23
A089,108.5,2025-06-23
A088,378.5833,2025-06-23
A087,873.8333,2025-06-23
A086,1373.875,2025-06-23
A085,270.5833,2025-06-23
A084,1727.875,2025-06-23
A083,1554.5,2025-06-23
A082,1103.8333,2025-06-23
A081,1324.5,2025-06-23
A080,128.5,2025-06-23
A079,1099.75,2025-06-23
A078,1526.5,2025-06-23
A077,84.5417,2025-06-23
A076,1702.5,2025-06-23
A075,452.4583,2025-06-23
A074,826.875,2025-06-23
A073,550.4583,2025-06-23
A072,25.9167,2025-06-23
A071,1387.9167,2025-06-23
A070,1491.875,2025-06-23
A069,1091.875,2025-06-23
A068,260.5833,2025-06-23
A067,1073.7917,2025-06-23
A066,668.875,2025-06-23
A065,165.5,2025-06-23
A064,757.5417,2025-06-23
A063,708.875,2025-06-23
A062,660.9583,2025-06-23
A061,366.875,2025-06-23
A060,506.8333,2025-06-23
A059,611.5417,2025-06-23
A058,147.4583,2025-06-23
A057,780.8333,2025-06-23
A056,245.5833,2025-06-23
A055,410.9167,2025-06-23
A054,740.7917,2025-06-23
A053,346.875,2025-06-23
A052,828.7917,2025-06-23
A051,1618.7917,2025-06-23
A050,1583.5,2025-06-23
A049,234.8333,2025-06-23
A048,1588.8333,2025-06-23
A047,1746.875,2025-06-23
A046,765.5833,2025-06-23
A045,813.5833,2025-06-23
A044,1666.7917,2025-06-23
A043,1132.8333,2025-06-23
A042,427.4583,2025-06-23
A041,1939.4583,2025-06-23
A040,45.5417,2025-06-23
A039,806.8333,2025-06-23
A038,484.8333,2025-06-23
A037,443.5417,2025-06-23
A036,386.875,2025-06-23
A035,1380.9167,2025-06-23
A034,435.5417,2025-06-23
A033,416.875,2025-06-23
A032,513.5,2025-06-23
A031,284.8333,2025-06-23
A030,57.5417,2025-06-23
A029,1428.8333,2025-06-23
A028,372.875,2025-06-23
A027,498.8333,2025-06-23
A026,10.875,2025-06-23
A025,1838.8333,2025-06-23
A024,338.9167,2025-06-23
A023,157.5,2025-06-23
A022,95.5,2025-06-23
A021,467.4167,2025-06-23
A020,182.7917,2025-06-23
A019,197.5,2025-06-23
A018,1653.5,2025-06-23
A017,214.8333,2025-06-23
A016,1692.6667,2025-06-23
A015,1140.8333,2025-06-23
A014,855.5,2025-06-23
A013,852.875,2025-06-23
A012,1798.9167,2025-06-23
A011,52.9167,2025-06-23
A010,396.875,2025-06-23
A009,801.5417,2025-06-23
A008,1547.5417,2025-06-23
A007,1345.5,2025-06-23
A006,421.625,2025-06-23
A005,522.8333,2025-06-23
A004,401.5417,2025-06-23
A003,449.5417,2025-06-23
A002,606.8333,2025-06-23
A001,354.9167,2025-06-23
B001,632.875,2025-06-24
B002,1472.875,2025-06-24
B003,290.7917,2025-06-24
B004,821.5833,2025-06-24
B005,839.5833,2025-06-24
B006,502.8333,2025-06-24
B007,1659.5417,2025-06-24
B008,849.5833,2025-06-24
B009,856.875,2025-06-24
B010,860.7917,2025-06-24
B011,88.7917,2025-06-24
B012,382.875,2025-06-24
B013,624.8333,2025-06-24
B014,488.75,2025-06-24
B015,1507.5833,2025-06-24
B016,64.875,2025-06-24
B017,1513.5,2025-06-24
B018,282.9167,2025-06-24
B019,1456.9167,2025-06-24
B020,457.5,2025-06-24
B021,211.5,2025-06-24
B022,529.4583,2025-06-24
B023,18.9583,2025-06-24
B024,804.875,2025-06-24
B025,1030.8333,2025-06-24
B026,332.875,2025-06-24
B027,603.4583,2025-06-24
B028,568.7917,2025-06-24
B029,1147.5417,2025-06-24
B030,1836.9167,2025-06-24
B031,1650.7917,2025-06-24
B032,473.5,2025-06-24
B033,138.7917,2025-06-24
B034,294.875,2025-06-24
B035,682.8333,2025-06-24
B036,700.8333,2025-06-24
B037,577.5,2025-06-24
B038,4.875,2025-06-24
B039,1339.5417,2025-06-24
B040,32.9167,2025-06-24
B041,318.875,2025-06-24
B042,440.9167,2025-06-24
B043,511.5,2025-06-24
B044,39.5417,2025-06-24
B045,1146.8333,2025-06-24
B046,1820.875,2025-06-24
B047,1605.4583,2025-06-24
B048,204.8333,2025-06-24
B049,393.5417,2025-06-24
B050,1625.5,2025-06-24
B051,736.8333,2025-06-24
B052,1109.0,2025-06-24
B053,73.5417,2025-06-24
B054,250.9167,2025-06-24
B055,1114.8333,2025-06-24
B056,1829.25,2025-06-24
B057,864.8333,2025-06-24
B058,597.5,2025-06-24
B059,750.9167,2025-06-24
B060,1675.5,2025-06-24
B061,173.4583,2025-06-24
B062,1569.4583,2025-06-24
B063,690.8333,2025-06-24
B064,518.75,2025-06-24
B065,618.875,2025-06-24
B066,586.8333,2025-06-24
B067,782.5417,2025-06-24
B068,753.8333,2025-06-24
B069,880.2083,2025-06-24
B070,902.7917,2025-06-24
B071,232.4583,2025-06-24
B072,955.2083,2025-06-24
B073,745.7917,2025-06-24
B074,771.8333,2025-06-24
B075,817.875,2025-06-24
B076,818.5,2025-06-24
B077,825.7917,2025-06-24
B078,1266.2083,2025-06-24
B079,1416.125,2025-06-24
B080,1611.4167,2025-06-24
B081,1365.125,2025-06-24
B082,361.8333,2025-06-24
B083,325.875,2025-06-24
B084,794.625,2025-06-24
B085,1320.5,2025-06-24
B086,835.875,2025-06-24
B087,841.8333,2025-06-24
B088,844.5,2025-06-24
B089,226.5417,2025-06-24
B090,871.8333,2025-06-24
B091,874.5,2025-06-24
B092,1443.875,2025-06-24
B093,1716.5,2025-06-24
B094,583.7917,2025-06-24
B095,1119.9167,2025-06-24
B096,852.5,2025-06-24
B097,1415.875,2025-06-24
B098,241.8333,2025-06-24
B099,1303.875,2025-06-24
B100,1146.5417,2025-06-24
B101,255.8333,2025-06-24
B102,1140.5,2025-06-24
B103,864.5,2025-06-24
B104,880.5417,2025-06-24
B105,1351.875,2025-06-24
B106,102.4583,2025-06-24
B107,1576.5,2025-06-24
B108,464.4583,2025-06-24
B109,867.8333,2025-06-24
B110,1757.1667,2025-06-24
B111,122.5,2025-06-24
B112,639.875,2025-06-24
B113,494.4583,2025-06-24
B114,757.9167,2025-06-24
B115,1807.8333,2025-06-24
B116,1477.8333,2025-06-24
B117,114.5,2025-06-24
B118,572.4583,2025-06-24
B119,1134.5417,2025-06-24
B120,881.8333,2025-06-24
B121,860.4583,2025-06-24
B122,135.8333,2025-06-24
B123,1290.5,2025-06-24
B124,653.8333,2025-06-24
B125,889.875,2025-06-24
B126,560.5,2025-06-24
B127,479.7917,2025-06-24
B128,902.5,2025-06-24
B129,901.8333,2025-06-24
B130,895.7917,2025-06-24
B131,894.4583,2025-06-24
B132,68.5,2025-06-24
A132,901.4583,2025-06-24
A131,1084.8333,2025-06-24
A130,1636.875,2025-06-24
A129,276.875,2025-06-24
A128,533.5,2025-06-24
A127,1469.7917,2025-06-24
A126,808.9167,2025-06-24
A125,718.875,2025-06-24
A124,1524.7083,2025-06-24
A123,1099.0,2025-06-24
A122,544.8333,2025-06-24
A121,894.875,2025-06-24
A120,1124.8333,2025-06-24
A119,1140.875,2025-06-24
A118,1040.875,2025-06-24
A117,193.4583,2025-06-24
A116,151.5,2025-06-24
A115,646.875,2025-06-24
A114,264.8333,2025-06-24
A113,1824.875,2025-06-24
A112,1519.5,2025-06-24
A111,1760.875,2025-06-24
A110,1133.5417,2025-06-24
A109,1281.7917,2025-06-24
A108,846.8333,2025-06-24
A107,730.8333,2025-06-24
A106,895.4167,2025-06-24
A105,1231.2083,2025-06-24
A104,1041.5417,2025-06-24
A103,1582.0417,2025-06-24
A102,774.875,2025-06-24
A101,724.8333,2025-06-24
A100,888.8333,2025-06-24
A099,162.7917,2025-06-24
A098,825.5,2025-06-24
A097,304.875,2025-06-24
A096,889.4583,2025-06-24
A095,628.875,2025-06-24
A094,881.4583,2025-06-24
A093,143.5,2025-06-24
A092,1139.5417,2025-06-24
A091,221.4583,2025-06-24
A090,902.7917,2025-06-24
A089,109.5,2025-06-24
A088,379.5833,2025-06-24
A087,874.8333,2025-06-24
A086,1374.875,2025-06-24
A085,271.5833,2025-06-24
A084,1728.875,2025-06-24
A083,1555.5,2025-06-24
